vid_idx,date,user_name,likes,comment0,2021.08.29,步步高家教机&小天才电话手表,34,为什么临终要在医院里度过
7,2021.12.07,糖糖妈^O^Keroo炫点合伙人,0,我经历过爷爷奶奶的离去，但是我还是希望他们多留一下这个世界，一旦放手，他们就真的不在了，我也觉得自己自私，但是真的真的不舍得，真的不舍得
7,2021.12.07,小木（懒到考不上大学版）,1,ta只是跳出了时间，变成宇宙里最原始的组成部分，分子原子，慢慢的重新构建成你身边的其他事物。以后为你遮风挡雨的大树是她，为你抵挡寒冷的毛衣是她，亲人的身份消失了，其实她无处不在 。她离开了却散落四周
7,2021.12.13,人在江湖果忠,1,因缘而来，因缘而去
7,2021.12.07,cuckooyoyo,0,道理都懂，可作为亲人怎么舍得放弃啊
7,2021.12.07,大华杨胖,0,选择恐惧症
7,2021.12.06,坨坨君_,0,奶奶在10.19号离开了我们。送到了医院，本打算不做胃管，但医生说不插胃管没法吃东西。两天后奶奶走了，我看着她鼻子里的管子，眼泪不住流了下来，我跟我妈说，早知道这么早就走了，不应该让她再受这份罪了..
7,2021.12.06,阔阔兔,0,哎，怎么说呢，医生，家属，患者，都受了折磨………可是真的要拔管，又谈何容易……
7,2021.12.05,白桦6018,2,这样的片子在电视台很难看到，很真实，触碰人心。
7,2021.12.05,李木木夕,0,很能理解哎
7,2021.12.05,天岚,0,我们这里管去世的老人叫喜丧，意思就很明显。
7,2021.12.03,大V,0,讲得特别好
7,2021.12.03,7877改名字了,0,生如夏花之绚烂，死如秋叶之静美。热爱生命，尊重生命。
7,2021.12.02,Tao濤,0,太受罪了
7,2021.12.02,小雨、,0,我妈因车祸头伤的很重，我们全家奋力挽留，留下了我妈生命，气管插管胃管，尿管带了快三年，植物人。不会说话，不会走路，我们就这样默默地照顾她，有时候想想假如她会说话，会表达，她肯定不愿意这样不体面的活着。
7,2021.12.02,流年,1,人到这一步时，最为难做选择的就是家人！真的是矛盾！心都碎了
7,2021.12.01,狼图腾,0,我父亲走的时候，我们兄妹三人都不准备抢救了，父亲肺癌晚期，没有告诉过老父亲，老父亲坚持了三年半，最后全身转移了，我们觉得让父亲有尊严的走，
7,2021.12.01,zyl,0,唉
7,2021.12.01,公主,0,残忍的孝顺
7,2021.11.30,行者,0,我当年放弃给老爸插管，时常内疚，没有床前尽孝，没有尽力
7,2021.11.29,唐焕烨,0,很现实，我爷爷走的时候没给他插管，让他走了。
7,2021.11.29,遇见美好  节庆生活推荐家,0,勉强延续的身后太多的故事
7,2021.11.29,谁是谁的谁？,0,多么残忍的"孝顺"
7,2021.11.29,Catherine chang,0,殘忍的孝
7,2021.11.29,莫棉,0,某一天乳腺癌的我也会离开，我也选择静静的离去不要挽留
7,2021.11.29,一一二,0,是让病人痛苦，还是让自己痛苦，如果是我我选择自己去承受也不想家人在最后还承受那样的折麽
7,2021.11.28,容颜易老……,0,看到这个视频心中释怀了当初为爸爸做的决定是正确的。没让他受这种痛
7,2021.11.26,玉润梅香,1,我妈妈曾经在健康状态下留下过话 万一她出现重症不清醒时 不允许我们送医院抢救 我们一家人才能听从医生的话 做出放弃有创抢救的决定 让妈妈按照她的意愿离开了人世
7,2021.11.22,娜。。娜爱吃辣,0,我爸也是这病，67岁，老王经历的，我爸经历过两次，今年住院半年才出院，目前状态还好，气管切开，留了金属管，不能说话了，每天在家吸氧，看电视，但我明白，不知道哪一次，就回不来了，我不舍！在的时候多陪他！
7,2021.11.30,大妞妈妈,0,我妈妈也是67岁，是严重脑梗，不会说话，不会动，看的心里难受
7,2021.12.01,娜。。娜爱吃辣,0,抱抱
7,2021.11.28,@禅～,0,我刚刚经历了，这种每天都提心吊胆害怕的日子。这是又一种精神折磨
7,2021.11.11,可乐兮,0,
7,2021.11.10,蚝油捞面乐悠悠,0,父母在，家就在！我爸也在医院
7,2021.11.06,王小明同学,0,子女不是舍不得挽留，而是孙子马上要结婚，不想丧事影响婚事
7,2021.11.05,小玲玲,0,我爸爸肺癌晚期，第一次化疗的第三天爸爸突然恶化，医生让我们决定要不要插管，我问人是清醒的吗，医生说是清醒的，我们真的舍不得让爸爸清醒的插管躺在陌生的地方，医生说不要进去了，没有必要了，安静走吧
7,2021.11.28,@禅～,0,这种痛苦真的生不如死
7,2021.11.01,林儿响叮当,1,如果真的留不住，就要学会放手！
7,2021.10.31,Xiahzart,3,爷爷因为肺病最后离开，我一直因为最后妥协了没有送爷爷去医院内疚了这么多年，今天看完了视频释怀了，纵使当时有太多的舍不得但是最后让他体面的离开是最好的安排吧
7,2021.11.28,@禅～,0,是的，我也这么想
7,2021.11.22,峰,1,我爸13号也是重症监护室昏迷送回了家，第二天早上的二点四十八分永远离开了我
7,2021.11.28,@禅～,0,13号是我爸爸生日，可我爸爸4号就离开了，他没有等到他的生日
7,2021.11.28,峰,0,节哀，我爸30号生日也没等到他的生日
7,2021.10.24,荼靡,0,@仙女味ii 在ICU见过无数个这样的病人
7,2021.10.25,仙女味ii,0,
7,2021.10.23,牛小牛的妈妈爱种草～,0,
7,2021.10.22,不要哭 不要哭,1,说出“但我老了，可千万不要这样”的时候，儿子也承认了这是痛苦的折磨！却依然执拗的折磨着自己的爸爸！
7,2021.10.21,辰星房产中介,0,我爸爸也是这种病，希望以后不会这么痛苦
7,2021.10.21,捡破烂的哥斯拉,1,看了心很痛……无论是坚持还是放弃，都是一辈子无法逃避的痛，失去至亲也等于失去自己的半条命，今后是无穷无尽的思念……
7,2021.11.28,@禅～,0,是的
7,2021.10.21,面筋是只猫,1,我的姥姥走的时候，我妈说了一句，妈没了，这个家就真的没了
7,2021.10.21,粒♛籽,1,自己都不愿意忍受的痛苦，却让自己的至亲痛苦走向死亡
7,2021.10.21,Kitty,1,经历过，真的好难，好心痛
7,2021.10.21,快乐小蜜蜂,0,看着真让人揪心作为学过社工的，根本没有勇气去接触医疗社工方面，太伤感了
7,2021.10.21,晨晨,2,老人到了这个时候，就让他走，不要增加他的痛苦，我的父亲在生命的尽头，我直接说，我不怕别人怎么说，我只想让他解脱，我希望我将来不要受这种苦，给自己，也给家人一个解脱
7,2021.10.21,一颗鲜美多汁的,0,都经历过
7,2021.10.20,,0,@会开花＊ @M 全部看完了
7,2021.10.20, 糖宝,0,@嗯我姓乔 @世态炎凉 太可怕了
7,2021.10.20,猫精,0,如果未来我面临如此情况，我希望我的子女子孙，让我有的舒服一些..
7,2021.10.20,杜欣,0,唉
7,2021.10.20,毛哥,0,这是个什么纪录片
7,2021.10.20,大白,1,刚刚经历了，我们没有选择给爷爷插管，最后不想让他再遭罪了。爷爷，我爱您！
7,2021.10.20,ګۊももこ',0,妈妈走之前签了放弃抢救，没有阻拦她。
7,2021.10.20,超超级空白格,0,我看过《最后最后的告别》文章提出了一个概念，叫做“善终护理”。他不是无所作为，而是在最后的期限前，以医生的专业判断，为病人的意愿做出最合适的优先顺序。家长型医生存在有必然性
7,2021.10.20,超超级空白格,0,每一个人，是如此不同的个体，我们更应该学会倾听
7,2021.10.20,至秦至秦,0,@咕叽 我看哭了
7,2021.10.20,平凡,1,好想我的奶奶，临终前半个月没有说过一句话
7,2021.10.20,xiao 周,0,家人很舍不得离去，可对于病人自己来说那是痛苦不已的挣扎
7,2021.10.20,娜可不一样,1,这算愚孝吗
7,2021.10.20,有窝的牛（横竖口）,1,很高级的视频
7,2021.10.20,西红柿童品~美妆,0,爷爷在我婚礼前20天去世的
7,2021.10.20,fatb,0,真的受罪 哎
7,2021.10.20,7107107,1,我总觉得家人是真的舍不得老人离去，可以说是孩子自私，但是是真的舍不得自己的父母离开
7,2021.10.20,月下光,0,唉:-(
7,2021.10.20,○乎 吸 、,0,俗话讲，好死不如赖活着。我们作为子女的有几个放弃那份亲情去告诉大夫停止治疗。他有一口气这个世界上还有爸爸，没有这一口气就什么都没有了
7,2021.10.20,⑧⒐不离㈩,6,两年前 我也面临过这样艰难的抉择 病人是我的哥哥 如果选择气切 他还能再活十年 可是我没有 我不想让他没有尊严的活着 我依然记得我是怎么跪在爸妈面前求他们别让我哥遭罪了
7,2021.10.20,小龙女,0,
7,2021.10.20,.,1,如果是能活十年，我会选择救 这可是十年啊
7,2021.10.20,⑧⒐不离㈩,2,我哥哥是渐冻人 他说过如果连呼吸都靠机械维持 生命就没什么意义了 所以我选择尊重他 有的东西只有自己切身体会过才会明白
7,2021.10.16,yaoyao,0,选择有尊严的离去，是我最后的倔强
7,2021.10.16,青鹤,1,看着听着……心都抽在一起，如果是我不要选择这样的活着，因为痛和无奈
7,2021.10.16,繁花,0,他的儿子们，够狠
7,2021.10.16,文,2,不放弃病人痛苦，放弃家人愧疚后悔，两难的选择
7,2021.10.15,小黑哥,0,我妈妈 就是这种状态 我让她走了 但现在想想还是很难受 不知道这么做 对还是不对
7,2021.10.15,我们在一起,0,文案很棒
7,2021.10.15,winniecat,1,我爸走的急，虽然不痛苦，但活着的人却很痛苦，我无数次想，要是爸爸活着，哪怕苟且，我也愿意！我会付出一切代价让他活着！
7,2021.10.15,HEp—2,0,活着的时候就把尊严踩在了脚底下努力的撑着一家人的生活，等到要死了却连死的尊严都没有，这就是求死不得，求生更办不到！
7,2021.10.15,杨哈哈,2,选择太残忍，怎么选好像都不对
7,2021.10.15,静霄,0,我老妈跟我说，如果有一天动不了了，不要让她受罪，该有就走了。
7,2021.10.14,淡然一笑,2,不能接受，那怕别人说我不孝，也不能让老人遭这样的罪
7,2021.10.13,蓉蓉蓉蓉不吃香菜,2,我宁愿我爷爷能这样活着 起码比我见不到他好 我爷爷走的太快太快 我的想念太久了
7,2021.10.12,zoey小鱼儿,0,看您的视频眼泪没止住一直流
7,2021.10.12,芳664992,3,让老人没有痛苦有尊严的离去也是孝顺
7,2021.10.12,遇见•田,1,很多时候抉择太难了，维持老人痛苦，不维持就是永别
7,2021.10.11,橘橘,1,我奶奶在医院住了2年多，今年走了，看着她都好痛苦，但一句话说的对，很多事情不是一家人说了算
7,2021.10.14,用户6399757027169,0,每个人每个家的决定都会有人支持也会有人反对，这种，两方面想都有道理吧，怎么做都会被骂，也都躲不过良心。太难了
7,2021.10.11,慰茹凉,2,我的爸爸跟这位爷爷一样的病，我们没有那么自私的挽留爷爷。虽然那种失去亲人的痛是刻骨的，可是，我还是庆幸没有让我亲爱的爸爸没有遭这样的罪，您长眠，我长念，我爱您爸爸
7,2021.10.11,尹惠子,2,如果我活着清醒的时候，自己签好放弃过度治疗和抢救的同意书，能行不？
7,2021.10.11,Carrie睿,0,
7,2021.10.11,草酸艾斯-,0,看个片头就忍不住哭
7,2021.10.11,Rea,0,但是我做不到看着老人走了什么都不做
7,2021.10.22,颖颖的~~ ,0,无创伤性的抢救我能做，我不一样看到家人生命到最后一刻再做创伤性的抢救，太痛苦了！
7,2021.10.09,成都京城御方堂,4,这个时候 尊重一下老人的意见吧，真的是难以忍受的痛苦啊
7,2021.10.08,安康,0,这个视频看哭了我，真的为这个老人痛苦，赞成医生的观点
7,2021.10.08,荆棘木头,1,感谢这个视频带给更多的人觉醒！人总要面对生老病死！谁也逃不过！可是我们在尊重生命的同时也请尊重它的痛苦
7,2021.10.08,慢时光,0,没有生活质量，消耗孩子，让我平静没痛苦的走
7,2021.10.07,凡人茶事 仙女下凡的凡 文汇路最美茶艺师,1,我奶奶也是，年轻时结扎留下的后遗症，现在七十多了，一年住院好几次，几年前医生建议切管，后来没切，家庭呼吸机，每天吸氧7-8小时，现在生活都能自理
7,2021.10.07,星空暖阳,2,我不能接受没有尊严的活着，太难过了
7,2021.10.06,萝卜坨坨,1,想起了我奶奶，当年也是在没有回转余地的情况下，我劝老爸和叔叔他们不要做没有意义的抢救，那种抢救只会让奶奶的全身插着各种管子。从当初劝说直到此时此刻，我都不知道是自己冷血还是冷静
7,2021.10.06,可乐炸鸡,0,真的不知道是孝顺还是不孝
7,2021.10.05,小11,0,好心酸
7,2021.10.05,浅奏離歌,3,让老人有“尊严”的离开是最好的孝心！
7,2021.10.05,我叫元元姐,1,如果我有那么一天，希望我能体面的离开
7,2021.10.05,清欢,1,生与死都是如此的身不由己
7,2021.10.04,用户3041881789423,1,没有质量的活着，对病者是一种折磨，对生者也是一种折磨，愿大家都能理解作者的苦心！
7,2021.10.04,橙子,1,爸爸的抢救也是那么痛苦，在ICU15天就走了，如果最后不折腾可能他会少受罪
7,2021.10.11,ॐ 我说,0,我爸爸也是十几天走了，受尽了折磨。每天只给我们十五分钟探视的时间，爸爸都是在沉睡，因为太痛苦了，有一次我都看到他鼻子那全是血
7,2021.10.04,十一月,1,看得热泪盈眶！生命的最后如果这样没有尊严，没有质量的活着，该是多么痛苦的事情，“让我走”大概是每一个这样病人的心声吧！
7,2021.10.04,user4843248516128,0,这样活着痛苦他的儿女何常不知道，可是有些事情那有狠的下心放弃呢，不是在乎外人怎么说，他是他们的父亲怎么舍得放开呢，我很理解他们的心情
7,2021.10.04,孤城画角,1,太感同身受了，我爸爸就是这样，我知道切开气管只是让他活着，维持不了太久，但是我真的没有办法，在他还有呼吸的时候，拔掉氧气管～
7,2021.10.16,章鱼哥和他朋友,0,我也是这么想的，没钱了拔管是没办法，有钱能治为什么不治？而且又不是脑死亡了
7,2021.10.03,雪域晨曦,2,真的很难很难，想想人真的没意思。
7,2021.10.03,静&心,0,视频太好了
7,2021.10.01,晴天~,0,在icu实习过，很压抑，也有一个爷爷六十多岁家里有条件家人什么医疗都给上，但很痛苦，在icu一天天脸色更差
7,2021.10.01,晴天~,0,临终关怀
7,2021.09.29,愤怒的兔子,0,平台就应该多点这种好视频，满满的正能量
7,2021.09.29,咖啡是美式,2,试想一下，如果我的爸爸或者妈妈，我也舍不得他们走，不插管，我就没有爸爸妈妈了，我害怕，恐惧，我也知道这是不对的，但我舍不得，自私的决定很容易但另一个决定却是那么的艰难
7,2021.10.03,妹妹是只猫,0,我也是这样想的 太艰难了 不想失去家人 就是插管 也想家人陪在身边 可是太自私了
7,2021.09.29,WHWH,0,背景音乐是什么名字很好听
7,2021.11.23,木瓜,0,《守望尘世》departure
7,2021.09.28,时光荏苒,1,这个真的看不下去，每一个故事都会哭，颤抖的哭，是不是看的了这个，就能敢面对生死
7,2021.09.28,用户770227,0,这样的儿女为了自己的面子，让老父亲受这样的罪，太自私啦！
7,2021.09.28,汤 小 包,0,鼻子酸
7,2021.09.28,唯有美食,1,生命只是时间的过客，哭闹着来，应笑着走。顺应天道好轮回，死亡是生的新开始
7,2021.09.28,游姐姐,2,作为儿女确实很难选择让父母走，看完这个视频，如果我自己这样，我希望爱我的人能让我走
7,2021.09.27,常回家看看,0,我老爸也是但作为儿子，我不能放弃，无奈啊！
7,2021.09.26,子意于心,0,一样的感受，但是就想让她多陪我们，可能太自私了，她受了好大罪，走了也解脱了
7,2021.09.25,Coffee,0,我妈妈刚刚走，庆幸没让我妈受这样的折磨。妈，想你
7,2021.09.24,幸福从来不会缺席,0,生命好脆弱
7,2021.09.23,无,1,无论是选择放弃还是治疗，对于子女来说都是艰难的选择，而背负的更多，可是目的不就是为了多让父亲陪陪我们
7,2021.09.23,无,1,放弃是很难的一个决定，做儿女的怎么会选择放弃呢？那个决定太艰难了，作为子女，谁不想父母可以安享晚年呢？可是，不管怎么样，只要心脏还在跳动，就有爸爸，因为一旦分别要很久很久很久，能多看一眼就多看一眼
7,2021.09.23,尧尧,0,我妈和我不止一次的说过，如果她有这样的一天，让我不要救她，她说她不想痛苦。让我将来能尊重她的意见！
7,2021.09.23,丁绍祥小宝贝,0,都好好的
7,2021.09.22,风筝,0,我将来老了，还在清醒的时候我一定要留下话如果生命已经无法挽救不要挽救不要插管
7,2021.09.25,女人如烟,0,我爸爸去年也这样，一样一样的接受这些治疗，每天都会含糊其辞的说，用颤抖的手这下，我想回家，你们把我送回家，可是，在我们近乎无知的固执下，治疗了三个月后，在我爸爸奄奄一息的情况下，上午回家下午就走了！
7,2021.09.22,琳琳波光,2,老慢支真的很痛苦。我爷爷奶奶都是这个病走的
7,2021.09.21,(๑• . •๑),0,@Scar. 看哭了
7,2021.09.21,Scar.,0,
7,2021.09.21,双姐,0,我们前几个月也是刚刚这样的事情，作为家属真的很难决定…当医生问下一次要不要再抢救时，你真不知道怎么回答好，90多岁的奶奶没有作第二次抢救就走了…
7,2021.09.21,君言小姐姐,0,我想我爷爷了
7,2021.09.21,悠然入梦,0,好视频
7,2021.09.21,ᥫᩣ小柳,3,这么活着太痛苦了，哎
7,2021.09.20,小辛,2,太残忍了
7,2021.09.20,A遗忘,0,我在想我舅舅也是慢阻肺，以后会不会也是这样，多难受
7,2021.09.20,橙子和玉米,2,我的爷爷也生病了，不知道还要熬到什么时候
7,2021.09.19,我很高贵,2,感谢你能用这种方式合理公平叙述现在生活的无奈和痛苦。感谢
7,2021.09.19,疯爷的涅槃,0,尊严的走，苟且的活，如何选择
7,2021.09.19,赖毛,2,视频拍的真的特别好
7,2021.09.19,告诉自己一个坚强的理由,1,人的生命，到最后自己不能选择，作为儿女，尽力的挽留父亲的生命，作为父亲，这样活着很痛苦，哎，，，
7,2021.09.23,大叔,0,
7,2021.09.19,♬娴,1,我老妈92岁走的，我很庆幸没让她插管，挽留是我们子女的自私。您长安，我长念
7,2021.09.19,西瓜,3,我父亲2018年肺癌，2021.7.31无痛苦走了，爸爸是清醒的走的，最后的时间都在家里，我跟妈妈每日都在家陪着他，最后走的很快，没有什么痛苦，现在已经走了50多天了，每日我都在想他
7,2021.09.19,天地玄黄,0,唉！
7,2021.09.19,yuqian2020,2,大家都说他好福气，可是谁又知道他最后一段时间有多痛苦。没有亲身经历是体会不到的
7,2021.09.19,Melissa-_,1,所以我没有办婚礼，领了证没多久我奶奶就走了，当然是我们家属签了放弃治疗。因为她很痛苦很痛苦。后面她解脱了。
7,2021.09.19,人间清醒,0,什么病
7,2021.09.19,烟花,1,ICU的日子很难过，不知道白天还是黑夜，只能静静的躺在床上，听着机器的声音（滴滴滴…）；喉管插管后的生活像一个机器人一样，换了普通病房，每天都需要挂针来补充营养，每次换金属气管的时候像用刀割肉一样痛
7,2021.09.19,烟花,0,把旧的拔出来还要把新的换上去，那种痛无法形容，换完后都会有血液从金属器官里流出来，看着别人吃饭自己却只能靠着营养液来维持生命，过着生不如死的日子，每次换留置针的时候身上都要多一个伤口
7,2021.09.19,LINNNNQ.,0,
7,2021.09.19,LW LW LW,0,无奈啊，自己不能决定自己的生死
7,2021.09.19,风清云淡,2,我爸爸就是全身插满管子，在ICU离开我了，我虽然一直没有放弃治疗，但是他还是不愿意在人间受罪离开我，也许我真的不能明白他的受痛苦，愿爸爸在天堂一切安好，爸爸我想您了
7,2021.09.19,露春,0,@阿仔：我的母亲就是这个过程，我很认真的看视频，让我回忆起我的抉择，我的母亲就是这样给我抉择痛苦走的，妈妈，我对不起你，到现在看所有这些ICU的视频，我的痛苦流泪。救与不救至今同样无法抉择，都无法放过
7,2021.09.19,烽 火,0,痛，病人的痛，家人的痛，内心的挣扎，希望逝者安息
7,2021.09.19,掠影,0,现在想想，父亲最后呼吸衰竭在梦中走了是多么有尊严。或许我的心里可以稍稍饶恕自己一些，嗨，两年了，我还在时时自责自己做的是否是对……
7,2021.09.19,宇宙大怪兽l,0,2020.6.1号，我爸爸因为慢阻肺，二氧化碳过高，进了icu，也是气管插管，人是清醒的，不知道他当时有多么得难受，好在几天二氧化碳排得差不多，转到了普通病房，现在恢复得还不错，
7,2021.09.19,宇宙大怪兽l,0,想起他当时插管得样子，心理难受
7,2021.09.19,whlhsy,0,我爸爸在ICU63天了，可能还有几天就得转去普通病房，可能也还有十几天，我知道他难受痛苦，但是没办法，刚五十多，不管怎样都要他活着，甚是要他好起来一起回家
7,2021.09.19,whlhsy,1,如果我爸七十岁我不会这么强求，我会怎样给他舒服怎样治疗，但是我把刚五十多而已，没退休没得享福一天，所以不管怎样我都不会放弃
7,2021.09.19,麗飛,0,看的好感动
7,2021.09.19,康乃馨,2,清醒的时候一定要给子女交待，如果生命不开逆转，一定不要做无畏的抢救
7,2021.09.19,安,0,@青春，青色的春天 我看完了
7,2021.09.19,用户1528982423082,2,可能是学医的，喜欢看这样的视频，是一位很负责的一生
7,2021.09.19,你的夏夏吖,2,为什么呀，为什么那么自私 这种折磨我隔着屏幕都觉得窒息 这真的对老人很残忍很残忍
7,2021.09.19,媿话。,1,这就是孝吗？
7,2021.09.19,静月华沙,0,我觉得医生说的对
7,2021.09.18,用户5595096247119,0,也太感人了吧……我姥爷也是身体越来越不好了，半年前还知道我是谁，前几天开学前去看他 吃不了东西说不了话了
7,2021.09.18,悲伤玉米狗肉汤,1,老头有退休金
7,2021.09.18,紫色秋葵,2,都明白，但一般过不了心里那关。
7,2021.09.18,雨畅,1,我一定会留医嘱不许插管
7,2021.09.18,白开水,1,其实放下 也是一个开始
7,2021.09.18,大宇,2,上月我们送走了父亲。父亲是脑干出血，最后是昏迷，多脏器衰竭，是我在放弃进ICU,插管，胸部按压的同意书上签的字。最后父亲平静的离开我们，想他老人家。
7,2021.09.18,虹依旧,0,我爸也是肺部感染，没插管，和妹妹两人在普通病房陪他一个月，安静离去
7,2021.09.18,柳絮的思念,1,作为子女，有谁希望看到自己的父母离去，哪怕就是一丝丝的一样，也希望有一天能有奇迹出现，哪怕就这样静静地看着。
7,2021.09.18,娜娜姐姐,0,我要让我爸爸妈妈好好活着
7,2021.09.18,文登谷米科技手机维修,0,应该询问一下爸，儿女无法决定
7,2021.09.18,刘小饱,0,我的爷爷奶奶，都是最后死于心肺功能衰竭，肺功能基本没什么用，这种死亡太痛苦了，现在想想，也许走了，才是真正的解脱
7,2021.09.18,果冻是只加菲猫,1,我妈妈最后的时光，ICU医生问我需不需要插管时候，我爸想也没想就说插管，天知道当时顶着多大压力不同意插管我不想妈妈最后的日子是这么活着好在姨和舅舅都支持我，但一句话说出来真的需要勇气
7,2021.09.18,轻舞飞扬,3,很真实的一个视频，但不是每一个医院每一个医生都这么有人性，我经历过外公，外婆入住ICU晕迷抢救插管，医生不会告诉你不能救，我外婆插管两个月，我都不太敢去看，她五个女儿就是在治与不治中争吵
7,2021.09.18,Ty21.,1,这是儿女的私心真的不舍得啊
7,2021.09.18,但行好事，莫问前程！,0,我爸已经提前给我说如果有一天他呼吸困难，不要给他插管，他要有尊严的死去
7,2021.09.18,平安喜乐,3,只想有尊严的活着，不求生命的长度，只求生命的质量
7,2021.09.18,用户7810641944069,0,我爸，也慢阻肺，家里呼吸机，制氧机都有
7,2021.09.18,pspaii,0,应该肺移植
7,2021.09.18,Patrick,0,独生子女在外地的怎么办
7,2021.09.18,520竹韵,2,我也曾有过这样的经历，那是我的父亲。说实话看到家人有一丝希望在人间，真的想留着，可是到生命危险的边缘时，看到爸爸的难受和日渐消瘦，我觉得自己的决定是错的，因为他痛苦，因为他没有尊严，后来爸爸走了
7,2021.09.18,爆米花,0,拨管
7,2021.09.18,小徐同学,0,是医生与患者的真实心意表达
7,2021.09.18,浅浅,0,感触颇深的视频，没有痛苦有尊严的离开，也未尝不是最好的孝道
7,2021.09.18,笑靥花开,0,太过分
7,2021.09.18,非易,1,有种爱叫放手
7,2021.09.18,岁月静好,0,我家一个人亲戚，肝癌，快90的年纪吧，不吃不喝挺了了一年半才走的，我就不明白他活着的意义，儿子从外地回来一住就是一年半，都瘦的不成样子。
7,2021.09.18,王不留行,2,放弃后也会是一辈子的遗憾 确实是两难境地，但是最后我们还是选择了遗憾，让爷爷安详的走了
7,2021.09.18,仙子,1,我，也后悔了，给父亲插管，可难受了
7,2021.09.18,景天雪,0,无意义的治疗，不如好好的离世。这也是孝顺。而不是以亲情的绑架痛苦而活。
7,2021.09.17,中教乘务（深圳）教育管理有限公司,1,很棒的视频，真的很棒
7,2021.09.17,欧欧,0,敬畏生命
7,2021.09.17,AAA.       喜欢你.,0,换到自己身上 都不愿连累家人。但有那个儿女能放弃自己父母的生命 若放弃 那就是后半辈子的恨自己
7,2021.09.17,胖仔,6,唯有被插过管的人才能经历这种痛，所以长辈到了这时候，绝不插管！
7,2021.09.17,小美姐姐,0,
7,2021.09.17,MinMinMin12,0,一腔孤勇感情用事的情况下气管插管以后，面临的是更难的选择，更难做出拔管放弃治疗的决定，却要病人承受无尽的痛苦
7,2021.09.17,妙啊,10,致敬每一个用心的视频一点小建议，背景音乐稍微低点，有时压过旁白…
7,2021.09.17,A-one小丫互相关注啊,216,我觉得他的儿子不是孝顺，是自私！这点道理他不懂吗？就是爱面子 这个爷爷太痛苦了
7,2021.09.18,习蒲张,19,当你真实的面对这样的事情，如果那个是你最亲爱的人，你就能理解所有的做法。有时候难过是真的心疼，疼到无法呼吸。换位思考吧
7,2021.09.29,二零一五_八一七,7,你们痛苦，那病人呢？
7,2021.10.05,念如故、,4,我经历过一样的事，真的要亲身经历才会懂，别站在道德制高点抨击别人。
7,2021.09.17,Z,1,说的真好
7,2021.09.17,～静 香～,2,节目做得很好，持续关注
7,2021.09.17,️,0,@美美鱼 太痛苦了
8,2021.12.09,叶建鸯,0,
8,2021.12.09,季节风暴,0,
8,2021.12.09,凉透薄荷裳。,0,
8,2022.04.05,大傻小子,0,说的真好
8,2021.12.09,石仓文献馆,0,
8,2022.04.01,用户1228442790367,0,
8,2021.12.09,邱永华快乐健康开心每天,0,
8,2022.03.12,奔霆汽车配件,0,朝闻道 夕死足矣
9,2022.01.04,馨,289,胰腺癌11年，真是奇迹
9,2022.01.07,塑菱,14,对的，不管是什么癌，11年都已经是奇迹，是顽强的生命力了！
9,2022.01.10,安小宇,11,我妈妈查出来只活了2个月
9,2022.01.13,A汽车真皮座椅加热改装,4,唉，，，，，人生真的很难，节哀
9,2022.01.03,小雪6325324496170,163,我绝不会把老人送出去
9,2022.01.23,AXA-Jisen,18,临终关怀医院，比你想象中好的好，不要无知的评论
9,2022.02.19,城里的月光,15,这里都是癌症病人，癌症最后都是痛死常人无法体会，临终关怀是减轻病痛安然去世。
9,2022.01.18,林深见鹿,12,没什么是绝对的，旁观者清，谁摊上谁也迷糊
9,2022.01.08,彭大拿,65,无论什么借口 都是不孝 不接受任何反驳
9,2022.01.23,果果,61,没有感同身受的经历，任何人都没资格评价别人的人生。
9,2022.01.24,对生活大声说不,21,经历过的人都不会去评论他人，因为他没经历过有心没力的感觉，天天看着亲人全身插管，时时刻刻 看着心跳机怕出问题，护士天天拿着消费单，叫你去交钱无助的感觉。
9,2022.02.19,莲子,1,我们地方的医院都是出院的时候一起结清，特别困难还可以申请分期还款
9,2022.01.04,袁阿姨,202,看看这女儿也是有白发了，也很难，那些说女儿的，别这样说人走了还高兴，其实看着老人生病受罪，走了也是一种解脱
9,2022.01.23,无尘,10,照顾过病人五年之久的本人懂她的感受，解脱未必不好，对病人是解脱，对熬着的家属也是解脱。特别是病人每天都忍受内心的尊严崩塌和身体无休止的疼痛折磨。
9,2022.01.11,邹小春,3,都是经历过得
9,2022.01.09,妞,57,这样的临终病房真的很好，致力于减轻病人痛苦，有尊严的离开……
9,2022.02.18,叮当妈咪,0,对 社会很需要这样一个临终关爱病房 在缓解病人痛苦同时 环境相对救治医院温馨
9,2022.02.20,忠孝仁悌,0,关键是省下你的钱
9,2022.02.20,叮当妈咪,0,不是钱的问题 有些病重患者根本没办法在家里离去 在家里待着就是无限的病痛折磨 当然 最后弥留之际或者昏迷之际 要是觉得想在家里离开 可以从医院接回家
